NO,KODE,Nama Prodi,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO,KAB / KOTA,Universitas,PROVINSI-1,PROVINSI-2,SITUS_WEB,Kelompok,Rasio Peminat,Kategori,Gaji Minimal,Gaji Maksimal,Prospek Kerja 1,Prospek Kerja 2,Prospek Kerja 3,Prospek Kerja 4,Hasil,Bidang Ilmu
1,11113075,AKUNTANSI,Diploma Tiga,24,15,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Akuntansi & Keuangan,"10,10",Sedang,Rp4.000.000,Rp8.000.000,Akuntan,Analisis Finansial,Staf Akuntansi,Auditor,Sangat Prospektif,Soshum
1,11111043,AKUNTANSI,Sarjana,60,705,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Akuntansi & Keuangan,"10,10",Sedang,Rp4.000.000,Rp8.000.000,Akuntan,Analisis Finansial,Staf Akuntansi,Auditor,Sangat Prospektif,Soshum
1,11112065,AKUNTANSI PERPAJAKAN,Sarjana Terapan,24,75,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Akuntansi & Keuangan,"10,10",Sedang,Rp4.000.000,Rp8.000.000,Akuntan,Analisis Finansial,Staf Akuntansi,Auditor,Sangat Prospektif,Soshum
1,11111005,ARSITEKTUR,Sarjana,48,272,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Arsitektur & Desain,"7,35",Sedang,Rp4.000.000,Rp7.000.000,Arsitek,Desainer Interior,Pelukis,,Sangat Potensial,Saintek
1,11111054,BIMBINGAN KONSELING,Sarjana,45,789,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Bimbingan & Konseling,"12,85",Sedang,Rp3.000.000,Rp5.000.000,Guru BK,Konselor Keluagra dan Remaja,Staf HRD,,Sangat Potensial,Soshum
1,11111022,BIOLOGI,Sarjana,36,126,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Biologi & Sains Hayati,"4,23",Sepi Peminat,Rp3.000.000,Rp6.000.000,Peneliti Biologi,Analisis Laboratorium,Dosen,,Sangat Potensial,Saintek
1,11111024,BUDIDAYA PERAIRAN,Sarjana,48,68,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Perikanan & Budidaya Air,"1,35",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Budidaya Ikan,Teknisi Akuakultur,Penyuluh Perikanan,Konsultan Budidaya Air,Sangat Prospektif,Saintek
1,11113068,BUDIDAYA PETERNAKAN,Diploma Tiga,18,5,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Peternakan & Perikanan,"2,53",Sepi Peminat,Rp4.000.000,Rp9.000.000,Peternak Profesional,Manajer Usaha Perikanan,Penyuluh Peternakan,,Sangat Potensial,Saintek
1,11111062,EKONOMI ISLAM,Sarjana,48,265,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Ekonomi Syariah & Islam,"5,51",Sepi Peminat,Rp4.000.000,Rp7.000.000,Staf Keuangan Bank Syariah,Analis Produk Keuangan Syariah,,,Cukup Potensial,Soshum
1,11111041,EKONOMI PEMBANGUNAN,Sarjana,48,260,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
1,11111027,FARMASI,Sarjana,24,1441,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Farmasi & Kesehatan,"25,28",Ramai Peminat,Rp4.000.000,Rp8.000.000,Apoteker,Tenaga Medis Kefarmasian,Staf BPOM,Medical Representative,Sangat Prospektif,Saintek
1,11111020,FISIKA,Sarjana,24,38,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Fisika & Sains Dasar,"2,12",Sepi Peminat,Rp3.800.000,Rp8.000.000,Peneliti,Data Analyst,,,Cukup Potensial,Saintek
1,11111044,ILMU HUKUM,Sarjana,168,953,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Hukum & Sosial Politik,"6,92",Sepi Peminat,Rp4.000.000,Rp7.000.000,Pengacara,Konsultan Hukum,Analis Kebijakan Publik,,Sangat Potensial,Soshum
1,11111023,ILMU KELAUTAN,Sarjana,48,123,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Ilmu Kelautan & Perikanan,"2,91",Sepi Peminat,Rp4.000.000,Rp10.000.000,Peneliti Kelautan,Konsultan Lingkungan Laut,Manajer Usaha Perikanan,Teknisi Laboratorium Perikanan,Sangat Prospektif,Saintek
1,11111017,ILMU KEPERAWATAN,Sarjana,108,1279,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Kesehatan & Keperawatan,"18,89",Ramai Peminat,Rp3.500.000,Rp6.500.000,Perawat,Konsultan Kesehatan,Tenaga Kesehatan,,Sangat Potensial,Saintek
1,11111059,ILMU KOMUNIKASI,Sarjana,54,578,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Ilmu Komunikasi & Media,"16,38",Ramai Peminat,Rp3.500.000,Rp6.500.000,Public Relations Officer,Jurnalis,Content Creator,Event Organizer,Sangat Prospektif,Soshum
1,11111061,ILMU PEMERINTAHAN,Sarjana,54,258,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Ilmu Pemerintahan & Sosial,"6,69",Sepi Peminat,Rp3.500.000,Rp6.500.000,Staf Administrasi Pemerintahan,Analis Kebijakan Publik,,,Cukup Potensial,Soshum
1,11111057,ILMU POLITIK,Sarjana,48,153,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Ilmu Politik & Sosial,"5,57",Sepi Peminat,Rp3.500.000,Rp6.500.000,Analis Politik,Peneliti Sosial,Staf LSM,,Sangat Potensial,Soshum
1,11111032,ILMU TANAH,Sarjana,36,64,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pertanian & Ilmu Tanah,"2,63",Sepi Peminat,Rp4.000.000,Rp10.000.000,Agronomis,Peneliti Pertanian,Penyuluh Pertanian,Manajer Proyek Pertanian,Sangat Prospektif,Soshum
1,11111026,INFORMATIKA,Sarjana,36,992,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Informatika & Ilmu Komputer,"16,40",Ramai Peminat,Rp5.000.000,Rp10.000.000,Pengembang Software,Konsultan TI,Pengembang Web,Analis Data,Sangat Prospektif,Saintek
1,11111039,KEHUTANAN,Sarjana,36,113,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Kehutanan & Lingkungan,"4,00",Sepi Peminat,Rp4.500.000,Rp11.000.000,Rimbawan,Peneliti Konservasi,Petugas Taman Nasional,Konsultan Lingkungan,Sangat Prospektif,Soshum
1,11111036,KEHUTANAN (PSDKU GAYO LUES),Sarjana,18,15,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Kehutanan & Lingkungan,"4,00",Sepi Peminat,Rp4.500.000,Rp11.000.000,Rimbawan,Peneliti Konservasi,Petugas Taman Nasional,Konsultan Lingkungan,Sangat Prospektif,Soshum
1,11113064,KESEHATAN HEWAN,Diploma Tiga,9,10,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Kedokteran Hewan,"6,04",Sepi Peminat,Rp5.000.000,Rp9.000.000,Dokter Hewan,Peneliti Kesehatan Hewan,Petugas Karantina Hewan,Konsultan Peternakan,Sangat Prospektif,Saintek
1,11113076,KEUANGAN DAN PERBANKAN,Diploma Tiga,24,36,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Keuangan & Perbankan,"4,19",Sepi Peminat,Rp4.000.000,Rp7.000.000,Staf Bank,Analis Kredit,Teller,Staf Manajemen Risiko,Sangat Prospektif,Soshum
1,11111021,KIMIA,Sarjana,24,80,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Kimia & Sains Dasar,"4,01",Sepi Peminat,Rp4.500.000,Rp12.000.000,Analis Kimia,Peneliti Sains,Quality Control Industri,Profesor,Sangat Prospektif,Saintek
1,11111042,MANAJEMEN,Sarjana,60,1058,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
1,11111063,MANAJEMEN (PSDKU GAYO LUES),Sarjana,24,34,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
1,11113066,MANAJEMEN AGRIBISNIS,Diploma Tiga,30,17,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
1,11113077,MANAJEMEN INFORMATIKA,Diploma Tiga,24,33,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Manajemen & Teknologi Informasi,"3,01",Sepi Peminat,Rp5.000.000,Rp15.000.000,IT Project Manager,Business Analyst,Konsultan Teknologi Informasi,System Analyst,Sangat Prospektif,Saintek
1,11113073,MANAJEMEN PERUSAHAAN,Diploma Tiga,12,20,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
1,11111019,MATEMATIKA,Sarjana,24,90,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Matematika & Sains Dasar,"4,11",Sepi Peminat,Rp3.500.000,Rp6.000.000,Analis Data,Peneliti,Dosen,Data Scientist,Sangat Prospektif,Soshum
1,11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,36,56,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Perikanan & Kelautan,"2,09",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Perikanan,Quality Control,Penyuluh Perikanan,Konsultan Kelautan,Sangat Prospektif,Saintek
1,11111053,PEND. JASMANI KESEHATAN DAN REKREASI,Sarjana,60,223,Olahraga,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Jasmani & Olahraga,"4,30",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Olahraga,Pelatih Olahraga,Fisioterapis,,Sangat Potensial,Saintek
1,11111049,PENDIDIKAN BAHASA INDONESIA,Sarjana,48,409,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Bahasa  & Sastra Indonesia,"7,84",Sedang,Rp3.000.000,Rp5.500.000,Guru Bahasa Indonesia,Penulis,,,Cukup Potensial,Soshum
1,11111050,PENDIDIKAN BAHASA INGGRIS,Sarjana,48,377,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Bahasa Inggris,"6,87",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Bahasa Inggris,Penerjemah,Penulis,Tour Guide,Sangat Prospektif,Soshum
1,11111012,PENDIDIKAN BIOLOGI,Sarjana,36,227,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Sains & Biologi,"5,40",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Biologi,Asisten Laboratorium Pendidikan,,,Cukup Potensial,Soshum
1,11111035,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),Sarjana,12,10,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Sains & Biologi,"5,40",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Biologi,Asisten Laboratorium Pendidikan,,,Cukup Potensial,Soshum
1,11111016,PENDIDIKAN DOKTER,Sarjana,75,1182,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Kedokteran,"22,63",Ramai Peminat,Rp8.000.000,Rp15.000.000,Dokter Umum,Dokter Spesialis,Tenaga Kesehatan,,Sangat Potensial,Saintek
1,11111018,PENDIDIKAN DOKTER GIGI,Sarjana,30,685,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Kedokteran Gigi,"17,37",Ramai Peminat,Rp7.000.000,Rp12.000.000,Dokter Gigi Umum,Dokter Gigi Spesialis,Tenaga Kesehatan,Konsultan Kesehatan Gigi,Sangat Prospektif,Saintek
1,11111001,PENDIDIKAN DOKTER HEWAN,Sarjana,72,350,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Kedokteran Hewan,"6,04",Sepi Peminat,Rp5.000.000,Rp9.000.000,Dokter Hewan,Peneliti Kesehatan Hewan,Petugas Karantina Hewan,Konsultan Peternakan,Sangat Prospektif,Saintek
1,11111047,PENDIDIKAN EKONOMI,Sarjana,48,141,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
1,11111014,PENDIDIKAN FISIKA,Sarjana,36,103,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Fisika & IPA,"2,53",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru IPA,Pengembang Konten Edukasi,Peneliti Fisika,,Sangat Potensial,Saintek
1,11111048,PENDIDIKAN GEOGRAFI,Sarjana,48,200,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Geografi & Lingkungan,"4,48",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Geografi,Pengelola Lingkungan,Staf Edukasi Lingkungan,,Sangat Potensial,Soshum
1,11111060,PENDIDIKAN GURU PAUD,Sarjana,42,327,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
1,11111055,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,69,1088,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
1,11111052,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,48,415,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Kesejahteraan Keluarga,"6,00",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru PKK,Konsultan Keluarga,,,Cukup Potensial,Saintek
1,11111015,PENDIDIKAN KIMIA,Sarjana,36,103,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Kimia & IPA,"2,99",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru Kimia,Analis Kimia,Peneliti Kimia,Profesi Laboratorium,Sangat Prospektif,Soshum
1,11111013,PENDIDIKAN MATEMATIKA,Sarjana,36,279,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Matematika & IPA,"5,57",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Matematika,Pengembang Kurikulum Sains,Asisten Peneliti,,Sangat Potensial,Saintek
1,11111045,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,42,372,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Sosial & Kewarganegaraan,"7,25",Sedang,Rp3.000.000,Rp5.500.000,Guru PPKn,Pengembang Materi Kewarganegaraan,,,Cukup Potensial,Soshum
1,11111046,PENDIDIKAN SEJARAH,Sarjana,36,270,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Sejarah & Sosial,"6,44",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Sejarah,Pemandu Wisata Sejarah,,,Cukup Potensial,Soshum
1,11111051,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,Sarjana,36,136,Sendratasik,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pendidikan Seni & Kreativitas,"3,04",Sepi Peminat,Rp3.500.000,Rp9.000.000,Guru Seni,Art Director,Animator,Ilustrator,Sangat Prospektif,Soshum
1,11111038,PERENCANAAN WILAYAH DAN KOTA,Sarjana,36,250,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Perencanaan Wilayah & Kota,"5,13",Sepi Peminat,Rp4.000.000,Rp7.000.000,Perencanaan Tata Ruang,Konsultan Perencanaan Wilayah,Peneliti Tata Kota,,Sangat Potensial,Saintek
1,11111009,PETERNAKAN,Sarjana,39,111,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Peternakan & Perikanan,"2,53",Sepi Peminat,Rp4.000.000,Rp9.000.000,Peternak Profesional,Manajer Usaha Perikanan,Penyuluh Peternakan,,Sangat Potensial,Saintek
1,11111037,PROTEKSI TANAMAN,Sarjana,24,49,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Pertanian & Proteksi Tanaman,"1,98",Sepi Peminat,Rp3.800.000,Rp8.500.000,Penyuluh Pertanian,Ahli Tanaman,Peneliti Pertanian,Konsultan Pangan,Sangat Prospektif,Soshum
1,11111056,PSIKOLOGI,Sarjana,24,619,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Psikologi & Sosial,"18,51",Ramai Peminat,Rp3.500.000,Rp6.500.000,Psikolog,Konselor,HRD,Peneliti Sosial,Sangat Prospektif,Saintek
1,11113072,SEKRETARI,Diploma Tiga,12,18,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Administrasi & Sekretaris,"6,63",Sepi Peminat,Rp3.000.000,Rp5.000.000,Sekretaris Direksi,Asisten Personal,,,Cukup Potensial,Soshum
1,11111058,SOSIOLOGI,Sarjana,36,222,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Sosiologi & Sosial,"4,45",Sepi Peminat,Rp3.500.000,Rp6.000.000,Peneliti Sosial  ,Konsultan LSM,Guru Sosiologi,,Sangat Potensial,Soshum
1,11111030,STATISTIKA,Sarjana,36,253,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Statistika & Data Science,"7,65",Sedang,Rp4.000.000,Rp7.000.000,Analis Data,Data Scientist,Statistik,Konsultan Riset,Sangat Prospektif,Soshum
1,11111006,TEKNIK ELEKTRO,Sarjana,48,217,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
1,11111028,TEKNIK GEOFISIKA,Sarjana,24,83,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Geologi & Kebumian,"5,35",Sepi Peminat,Rp5.000.000,Rp9.000.000,Geologist ,Surveyor Geospasial,Konsultan Geoteknik,Peneliti ESDM,Sangat Prospektif,Saintek
1,11111033,TEKNIK GEOLOGI,Sarjana,24,126,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Geologi & Kebumian,"5,35",Sepi Peminat,Rp5.000.000,Rp9.000.000,Geologist ,Surveyor Geospasial,Konsultan Geoteknik,Peneliti ESDM,Sangat Prospektif,Saintek
1,11111025,TEKNIK INDUSTRI,Sarjana,36,395,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Industri & Manajemen,"10,15",Sedang,Rp5.000.000,Rp10.000.000,Insinyur Industri,Manajer Proyek,Analis Produk,Spesialis Logistik,Sangat Prospektif,Saintek
1,11111004,TEKNIK KIMIA,Sarjana,54,207,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Kimia & Material,"6,29",Sepi Peminat,Rp5.000.000,Rp9.000.000,Insinyur Kimia,Peneliti,Teknisi Laboratorium,Konsultan Kimia,Sangat Prospektif,Saintek
1,11111040,TEKNIK KOMPUTER,Sarjana,48,773,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Informatika & Ilmu Komputer,"16,40",Ramai Peminat,Rp5.000.000,Rp10.000.000,Pengembang Software,Konsultan TI,Pengembang Web,Analis Data,Sangat Prospektif,Saintek
1,11113067,TEKNIK LISTRIK,Diploma Tiga,12,9,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
1,11113069,TEKNIK MESIN,Diploma Tiga,12,16,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Mesin,"6,81",Sepi Peminat,Rp6.000.000,Rp14.000.000,Insinyur Mesin,Teknisi,Operator,Mekanik,Sangat Prospektif,Saintek
1,11111003,TEKNIK MESIN,Sarjana,36,259,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Mesin,"6,81",Sepi Peminat,Rp6.000.000,Rp14.000.000,Insinyur Mesin,Teknisi,Operator,Mekanik,Sangat Prospektif,Saintek
1,11111029,TEKNIK PERTAMBANGAN,Sarjana,36,605,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Pertambangan & Geologi,"12,33",Sedang,Rp6.000.000,Rp12.000.000,Insinyur Pertambangan,Geolog,Konsultan Geoteknik,Pengelola Tambang,Sangat Prospektif,Saintek
1,11111011,TEKNIK PERTANIAN,Sarjana,48,187,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Pertanian & Biosistem,"5,31",Sepi Peminat,Rp4.000.000,Rp8.000.000,Insinyur Pertanian,Teknisi Biosistem,Konsultan Pertanian,Peneliti,Sangat Prospektif,Saintek
1,11113071,TEKNIK SIPIL,Diploma Tiga,24,15,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
1,11111002,TEKNIK SIPIL,Sarjana,84,525,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
1,11111010,TEKNOLOGI HASIL PERTANIAN,Sarjana,48,125,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknologi Pertanian,"3,12",Sepi Peminat,Rp4.000.000,Rp10.000.000,Insinyur Pertanian,Peneliti Agroindustri,Quality Control,,Sangat Potensial,Saintek
1,11111078,TEKNOLOGI INDUSTRI HASIL PERIKANAN,Sarjana,15,,Tidak Ada,Kota Banda Aceh,UNIVERSITAS SYIAH KUALA,Aceh,,https://pmb.usk.ac.id/,Teknologi Perikanan & Kelautan,"2,15",Sepi Peminat,Rp4.000.000,Rp9.000.000,Teknolog Perikanan,Quality Assurance,Konsultan Budidaya Ikan,,Sangat Potensial,Saintek
4,11131004,AGRIBISNIS,Sarjana,48,72,Tidak Ada,Kabupaten Aceh Barat,UNIVERSITAS TEUKU UMAR,Aceh,,https://pmb.utu.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
5,11131005,AGROTEKNOLOGI,Sarjana,40,44,Tidak Ada,Kabupaten Aceh Barat,UNIVERSITAS TEUKU UMAR,Aceh,,https://pmb.utu.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
